,Current Test,,,,,,,,,,,.,,
,Level 3,,,,,,,,.,Level 2,,,Total Tests,
,Win,,,,Mac,,,,,Win,Mac,,Level 2,Level 3
,Success,Fail,N/A,Not Tested,Success,Fail,N/A,Not Tested,,,,,197,1285
,,Installing and Activating,,,,,,,,,,,,
,,Installation,,,,,,,,,,,,
3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"=AND(INDIRECT(""'Level Test'!A5"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G5""))))","=AND(INDIRECT(""'Level Test'!A5"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H5""))))",FALSE,,,
2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"=AND(INDIRECT(""'Level Test'!A6"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G6""))))","=AND(INDIRECT(""'Level Test'!A6"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H6""))))",TRUE,,,
2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"=AND(INDIRECT(""'Level Test'!A7"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G7""))))","=AND(INDIRECT(""'Level Test'!A7"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H7""))))",TRUE,,,
2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"=AND(INDIRECT(""'Level Test'!A8"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G8""))))","=AND(INDIRECT(""'Level Test'!A8"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H8""))))",TRUE,,,
2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"=AND(INDIRECT(""'Level Test'!A9"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G9""))))","=AND(INDIRECT(""'Level Test'!A9"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H9""))))",FALSE,,,
3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"=AND(INDIRECT(""'Level Test'!A10"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G10""))))","=AND(INDIRECT(""'Level Test'!A10"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H10""))))",FALSE,,,
2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"=AND(INDIRECT(""'Level Test'!A11"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G11""))))","=AND(INDIRECT(""'Level Test'!A11"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H11""))))",TRUE,,,
2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"=AND(INDIRECT(""'Level Test'!A12"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G12""))))","=AND(INDIRECT(""'Level Test'!A12"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H12""))))",TRUE,,,
,,Activation,,,,,,,,,,,,
,,Set 1,,,,,,,,,,,,
3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"=AND(INDIRECT(""'Level Test'!A15"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G15""))))","=AND(INDIRECT(""'Level Test'!A15"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H15""))))",FALSE,,,
3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"=AND(INDIRECT(""'Level Test'!A16"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!G16""))))","=AND(INDIRECT(""'Level Test'!A16"")=2,ISNUMBER(FIND(""Success"",INDIRECT(""'Level Test'!H16""))))",FALSE,,,
